,age,boat,embarked,fare,parch,sex,sibsp,survived
401,27.0,94.73,1.0,13.8583,0.0,0.0,1.0,1.0
402,30.0,94.73,1.0,13.8583,0.0,0.0,1.0,1.0
403,23.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
404,21.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
405,18.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
406,40.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
407,29.0,100.0,0.0,26.0,0.0,0.0,1.0,1.0
408,18.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
409,36.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
410,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
411,38.0,2.4,0.0,13.0,0.0,0.0,0.0,0.0
412,35.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
413,38.0,2.4,0.0,21.0,0.0,1.0,1.0,0.0
414,34.0,2.4,0.0,21.0,0.0,1.0,1.0,0.0
415,34.0,94.73,0.0,13.0,0.0,0.0,0.0,1.0
416,16.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
417,26.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
418,47.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
419,21.0,2.4,0.0,11.5,0.0,1.0,1.0,0.0
420,21.0,2.4,0.0,11.5,0.0,1.0,1.0,0.0
421,24.0,2.4,0.0,13.5,0.0,1.0,0.0,0.0
422,24.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
423,34.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
424,30.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
425,52.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
426,30.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
427,0.6667,100.0,0.0,14.5,1.0,1.0,1.0,1.0
428,24.0,100.0,0.0,14.5,2.0,0.0,0.0,1.0
429,44.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
430,6.0,100.0,0.0,33.0,1.0,0.0,0.0,1.0
431,28.0,2.4,0.0,33.0,1.0,1.0,0.0,0.0
432,62.0,100.0,0.0,10.5,0.0,1.0,0.0,1.0
433,30.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
434,7.0,96.55,0.0,26.25,2.0,0.0,0.0,1.0
435,43.0,2.4,0.0,26.25,1.0,1.0,1.0,0.0
436,45.0,96.55,0.0,26.25,1.0,0.0,1.0,1.0
437,24.0,100.0,0.0,65.0,2.0,0.0,1.0,1.0
438,24.0,100.0,0.0,65.0,2.0,0.0,1.0,1.0
439,49.0,2.4,0.0,65.0,2.0,1.0,1.0,0.0
440,48.0,100.0,0.0,65.0,2.0,0.0,1.0,1.0
441,55.0,100.0,0.0,16.0,0.0,0.0,0.0,1.0
442,24.0,2.4,0.0,73.5,0.0,1.0,2.0,0.0
443,32.0,2.4,0.0,73.5,0.0,1.0,2.0,0.0
444,21.0,2.4,0.0,73.5,0.0,1.0,2.0,0.0
445,18.0,2.4,0.0,13.0,1.0,0.0,1.0,0.0
446,20.0,100.0,0.0,23.0,1.0,0.0,2.0,1.0
447,23.0,2.4,0.0,11.5,1.0,1.0,2.0,0.0
448,36.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
449,54.0,100.0,0.0,23.0,3.0,0.0,1.0,1.0
450,50.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
451,44.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
452,29.0,100.0,0.0,26.0,0.0,0.0,1.0,1.0
453,21.0,2.4,0.0,73.5,0.0,1.0,0.0,0.0
454,42.0,100.0,0.0,13.0,0.0,1.0,0.0,1.0
455,63.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
456,60.0,2.4,0.0,26.0,0.0,0.0,1.0,0.0
457,33.0,2.4,0.0,12.275,0.0,1.0,0.0,0.0
458,17.0,2.4,0.0,10.5,0.0,0.0,0.0,1.0
459,42.0,2.4,0.0,27.0,0.0,1.0,1.0,0.0
460,24.0,94.73,0.0,27.0,1.0,0.0,2.0,1.0
461,47.0,2.4,0.0,15.0,0.0,1.0,0.0,0.0
462,24.0,2.4,0.0,31.5,0.0,1.0,2.0,0.0
463,22.0,2.4,0.0,31.5,0.0,1.0,2.0,0.0
464,32.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
465,23.0,100.0,1.0,13.7917,0.0,0.0,0.0,1.0
466,34.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
467,24.0,94.73,0.0,26.0,0.0,0.0,1.0,1.0
468,22.0,2.4,0.0,21.0,0.0,0.0,0.0,0.0
469,32.29729071117561,100.0,2.0,12.35,0.0,0.0,0.0,1.0
470,35.0,2.4,2.0,12.35,0.0,1.0,0.0,0.0
471,45.0,100.0,0.0,13.5,0.0,0.0,0.0,1.0
472,57.0,2.4,2.0,12.35,0.0,1.0,0.0,0.0
473,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
474,31.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
475,26.0,2.4,0.0,26.0,1.0,0.0,1.0,0.0
476,30.0,2.4,0.0,26.0,1.0,1.0,1.0,0.0
477,32.29729071117561,2.4,2.0,10.7083,0.0,1.0,0.0,0.0
478,1.0,96.55,1.0,41.5792,2.0,0.0,1.0,1.0
479,3.0,96.55,1.0,41.5792,2.0,0.0,1.0,1.0
480,25.0,2.4,1.0,41.5792,2.0,1.0,1.0,0.0
481,22.0,96.55,1.0,41.5792,2.0,0.0,1.0,1.0
482,17.0,94.73,1.0,12.0,0.0,0.0,0.0,1.0
483,32.29729071117561,100.0,0.0,33.0,0.0,0.0,0.0,1.0
484,34.0,96.55,0.0,10.5,0.0,0.0,0.0,1.0
485,36.0,2.4,1.0,12.875,0.0,1.0,0.0,0.0
486,24.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
487,61.0,2.4,2.0,12.35,0.0,1.0,0.0,0.0
488,50.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
489,42.0,2.4,0.0,26.0,0.0,0.0,1.0,1.0
490,57.0,2.4,0.0,10.5,0.0,0.0,0.0,0.0
491,32.29729071117561,2.4,1.0,15.0458,0.0,1.0,0.0,0.0
492,1.0,100.0,1.0,37.0042,2.0,1.0,0.0,1.0
493,31.0,2.4,1.0,37.0042,1.0,1.0,1.0,0.0
494,24.0,100.0,1.0,37.0042,1.0,0.0,1.0,1.0
495,32.29729071117561,2.4,1.0,15.5792,0.0,1.0,0.0,0.0
496,30.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
497,40.0,2.4,0.0,16.0,0.0,1.0,0.0,0.0
498,32.0,2.4,0.0,13.5,0.0,1.0,0.0,0.0
499,30.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
500,46.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
501,13.0,96.55,0.0,19.5,1.0,0.0,0.0,1.0
502,41.0,96.55,0.0,19.5,1.0,0.0,0.0,1.0
503,19.0,83.33,0.0,10.5,0.0,1.0,0.0,1.0
504,39.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
505,48.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
506,70.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
507,27.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
508,54.0,2.4,0.0,14.0,0.0,1.0,0.0,0.0
509,39.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
510,16.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
511,62.0,2.4,2.0,9.6875,0.0,1.0,0.0,0.0
512,32.5,2.4,1.0,30.0708,0.0,1.0,1.0,0.0
513,14.0,2.4,1.0,30.0708,0.0,0.0,1.0,1.0
514,2.0,93.75,0.0,26.0,1.0,1.0,1.0,1.0
515,3.0,93.75,0.0,26.0,1.0,1.0,1.0,1.0
516,36.5,2.4,0.0,26.0,2.0,1.0,0.0,0.0
517,26.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
518,19.0,2.4,0.0,36.75,1.0,1.0,1.0,0.0
519,28.0,2.4,0.0,13.5,0.0,1.0,0.0,0.0
520,20.0,100.0,1.0,13.8625,0.0,1.0,0.0,1.0
521,29.0,100.0,0.0,10.5,0.0,0.0,0.0,1.0
522,39.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
523,22.0,100.0,0.0,10.5,0.0,1.0,0.0,1.0
524,32.29729071117561,100.0,1.0,13.8625,0.0,1.0,0.0,1.0
525,23.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
526,29.0,100.0,1.0,13.8583,0.0,1.0,0.0,1.0
527,28.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
528,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
529,50.0,94.73,0.0,26.0,1.0,0.0,0.0,1.0
530,19.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
531,32.29729071117561,2.4,1.0,15.05,0.0,1.0,0.0,0.0
532,41.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
533,21.0,94.73,0.0,21.0,1.0,0.0,0.0,1.0
534,19.0,100.0,0.0,26.0,0.0,0.0,0.0,1.0
535,43.0,2.4,0.0,21.0,1.0,1.0,0.0,0.0
536,32.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
537,34.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
538,30.0,96.55,1.0,12.7375,0.0,1.0,0.0,1.0
539,27.0,2.4,1.0,15.0333,0.0,1.0,0.0,0.0
540,2.0,100.0,0.0,26.0,1.0,0.0,1.0,1.0
541,8.0,100.0,0.0,26.0,1.0,0.0,1.0,1.0
542,33.0,100.0,0.0,26.0,2.0,0.0,0.0,1.0
543,36.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
544,34.0,94.73,0.0,21.0,0.0,1.0,1.0,0.0
545,30.0,2.4,0.0,21.0,0.0,0.0,3.0,1.0
546,28.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
547,23.0,2.4,1.0,15.0458,0.0,1.0,0.0,0.0
548,0.8333,100.0,0.0,18.75,1.0,1.0,1.0,1.0
549,3.0,100.0,0.0,18.75,1.0,1.0,1.0,1.0
550,24.0,100.0,0.0,18.75,3.0,0.0,2.0,1.0
551,50.0,100.0,0.0,10.5,0.0,0.0,0.0,1.0
552,19.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
553,21.0,94.73,0.0,10.5,0.0,0.0,0.0,1.0
554,26.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
555,25.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
556,27.0,2.4,0.0,26.0,0.0,1.0,0.0,0.0
557,25.0,94.73,0.0,26.0,1.0,0.0,0.0,1.0
558,18.0,100.0,0.0,13.0,2.0,0.0,0.0,1.0
559,20.0,100.0,0.0,36.75,0.0,0.0,0.0,1.0
560,30.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
561,59.0,2.4,0.0,13.5,0.0,1.0,0.0,0.0
562,30.0,100.0,2.0,12.35,0.0,0.0,0.0,1.0
563,35.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
564,40.0,100.0,0.0,13.0,0.0,0.0,0.0,1.0
565,25.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
566,41.0,2.4,1.0,15.0458,0.0,1.0,0.0,0.0
567,25.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
568,18.5,2.4,0.0,13.0,0.0,1.0,0.0,0.0
569,14.0,2.4,0.0,65.0,0.0,1.0,0.0,0.0
570,50.0,100.0,0.0,10.5,0.0,0.0,0.0,1.0
571,23.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
572,28.0,2.4,0.0,12.65,0.0,0.0,0.0,1.0
573,27.0,100.0,0.0,10.5,0.0,0.0,0.0,1.0
574,29.0,2.4,0.0,21.0,0.0,1.0,1.0,0.0
575,27.0,2.4,0.0,21.0,0.0,0.0,1.0,0.0
576,40.0,2.4,0.0,13.0,0.0,1.0,0.0,0.0
577,31.0,96.55,0.0,21.0,0.0,0.0,0.0,1.0
578,30.0,2.4,0.0,21.0,0.0,1.0,1.0,0.0
579,23.0,2.4,0.0,10.5,0.0,1.0,1.0,0.0
580,31.0,100.0,0.0,21.0,0.0,0.0,0.0,1.0
581,32.29729071117561,2.4,0.0,0.0,0.0,1.0,0.0,0.0
582,12.0,100.0,0.0,15.75,0.0,0.0,0.0,1.0
583,40.0,100.0,0.0,15.75,0.0,0.0,0.0,1.0
584,32.5,94.73,0.0,13.0,0.0,0.0,0.0,1.0
585,27.0,2.4,0.0,26.0,0.0,1.0,1.0,0.0
586,29.0,100.0,0.0,26.0,0.0,0.0,1.0,1.0
587,2.0,96.55,0.0,23.0,1.0,1.0,1.0,1.0
588,4.0,96.55,0.0,23.0,1.0,0.0,1.0,1.0
589,29.0,96.55,0.0,23.0,2.0,0.0,0.0,1.0
590,0.9167,100.0,0.0,27.75,2.0,0.0,1.0,1.0
591,5.0,100.0,0.0,27.75,2.0,0.0,1.0,1.0
592,36.0,2.4,0.0,27.75,2.0,1.0,1.0,0.0
593,33.0,100.0,0.0,27.75,2.0,0.0,1.0,1.0
594,66.0,2.4,0.0,10.5,0.0,1.0,0.0,0.0
595,32.29729071117561,2.4,0.0,12.875,0.0,1.0,0.0,0.0
596,31.0,100.0,0.0,13.0,0.0,1.0,0.0,1.0
597,32.29729071117561,96.55,0.0,13.0,0.0,1.0,0.0,1.0
598,26.0,100.0,0.0,13.5,0.0,0.0,0.0,1.0
599,24.0,2.4,0.0,13.0,0.0,0.0,0.0,0.0
600,42.0,2.4,0.0,7.55,0.0,1.0,0.0,0.0
601,13.0,2.4,0.0,20.25,2.0,1.0,0.0,0.0
602,16.0,2.4,0.0,20.25,1.0,1.0,1.0,0.0
603,35.0,60.0,0.0,20.25,1.0,0.0,1.0,1.0
604,16.0,100.0,0.0,7.65,0.0,0.0,0.0,1.0
605,25.0,60.0,0.0,7.65,0.0,1.0,0.0,1.0
606,20.0,100.0,0.0,7.925,0.0,1.0,0.0,1.0
607,18.0,100.0,1.0,7.2292,0.0,0.0,0.0,1.0
608,30.0,2.4,0.0,7.25,0.0,1.0,0.0,0.0
609,26.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
610,40.0,2.4,0.0,9.475,0.0,0.0,1.0,0.0
611,0.8333,100.0,0.0,9.35,1.0,1.0,0.0,1.0
612,18.0,100.0,0.0,9.35,1.0,0.0,0.0,1.0
613,26.0,100.0,1.0,18.7875,0.0,1.0,0.0,1.0
614,26.0,2.4,0.0,7.8875,0.0,1.0,0.0,0.0
615,20.0,2.4,0.0,7.925,0.0,1.0,0.0,0.0
616,24.0,2.4,0.0,7.05,0.0,1.0,0.0,0.0
617,25.0,2.4,0.0,7.05,0.0,1.0,0.0,0.0
618,35.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
619,18.0,2.4,0.0,8.3,0.0,1.0,0.0,0.0
620,32.0,2.4,0.0,22.525,0.0,1.0,0.0,0.0
621,19.0,100.0,0.0,7.8542,0.0,0.0,1.0,1.0
622,4.0,2.4,0.0,31.275,2.0,1.0,4.0,0.0
623,6.0,2.4,0.0,31.275,2.0,0.0,4.0,0.0
624,2.0,2.4,0.0,31.275,2.0,0.0,4.0,0.0
625,17.0,93.75,0.0,7.925,2.0,0.0,4.0,1.0
626,38.0,2.4,0.0,7.775,2.0,0.0,4.0,0.0
627,9.0,2.4,0.0,31.275,2.0,0.0,4.0,0.0
628,11.0,2.4,0.0,31.275,2.0,0.0,4.0,0.0
629,39.0,2.4,0.0,31.275,5.0,1.0,1.0,0.0
630,27.0,60.0,0.0,7.7958,0.0,1.0,0.0,1.0
631,26.0,2.4,0.0,7.775,0.0,1.0,0.0,0.0
632,39.0,2.4,0.0,31.275,5.0,0.0,1.0,0.0
633,20.0,2.4,0.0,7.8542,0.0,1.0,0.0,0.0
634,26.0,2.4,0.0,7.8958,0.0,1.0,0.0,0.0
635,25.0,2.4,0.0,17.8,0.0,1.0,1.0,0.0
636,18.0,2.4,0.0,17.8,0.0,0.0,1.0,0.0
637,24.0,2.4,0.0,7.775,0.0,1.0,0.0,0.0
638,35.0,2.4,0.0,7.05,0.0,1.0,0.0,0.0
639,5.0,2.4,0.0,31.3875,2.0,1.0,4.0,0.0
640,9.0,2.4,0.0,31.3875,2.0,1.0,4.0,0.0
641,3.0,100.0,0.0,31.3875,2.0,1.0,4.0,1.0
642,13.0,2.4,0.0,31.3875,2.0,1.0,4.0,0.0
643,5.0,100.0,0.0,31.3875,2.0,0.0,4.0,1.0
644,40.0,2.4,0.0,31.3875,5.0,1.0,1.0,0.0
645,23.0,100.0,0.0,7.7958,0.0,1.0,0.0,1.0
646,38.0,100.0,0.0,31.3875,5.0,0.0,1.0,1.0
647,45.0,100.0,1.0,7.225,0.0,0.0,0.0,1.0
648,21.0,2.4,1.0,7.225,0.0,1.0,0.0,0.0
649,23.0,2.4,0.0,7.05,0.0,1.0,0.0,0.0
650,17.0,2.4,1.0,14.4583,0.0,0.0,0.0,0.0
651,30.0,2.4,1.0,7.225,0.0,1.0,0.0,0.0
652,23.0,2.4,0.0,7.8542,0.0,1.0,0.0,0.0
653,13.0,100.0,1.0,7.2292,0.0,0.0,0.0,1.0
654,20.0,2.4,1.0,7.225,0.0,1.0,0.0,0.0
655,32.0,93.75,0.0,15.85,0.0,1.0,1.0,0.0
656,33.0,2.4,0.0,15.85,0.0,0.0,3.0,1.0
657,0.75,100.0,1.0,19.2583,1.0,0.0,2.0,1.0
658,0.75,100.0,1.0,19.2583,1.0,0.0,2.0,1.0
659,5.0,100.0,1.0,19.2583,1.0,0.0,2.0,1.0
660,24.0,100.0,1.0,19.2583,3.0,0.0,0.0,1.0
661,18.0,100.0,0.0,8.05,0.0,0.0,0.0,1.0
662,40.0,2.4,1.0,7.225,0.0,1.0,0.0,0.0
663,26.0,2.4,0.0,7.8958,0.0,1.0,0.0,0.0
664,20.0,100.0,1.0,7.2292,0.0,1.0,0.0,1.0
665,18.0,2.4,1.0,14.4542,1.0,0.0,0.0,0.0
666,45.0,2.4,1.0,14.4542,1.0,0.0,0.0,0.0
667,27.0,2.4,2.0,7.8792,0.0,0.0,0.0,0.0
668,22.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
669,19.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
670,26.0,2.4,0.0,7.775,0.0,1.0,0.0,0.0
671,22.0,2.4,0.0,9.35,0.0,1.0,0.0,0.0
672,32.29729071117561,2.4,1.0,7.2292,0.0,1.0,0.0,0.0
673,20.0,2.4,1.0,4.0125,0.0,1.0,0.0,0.0
674,32.0,100.0,0.0,56.4958,0.0,1.0,0.0,1.0
675,21.0,2.4,0.0,7.775,0.0,1.0,0.0,0.0
676,18.0,2.4,0.0,7.75,0.0,1.0,0.0,0.0
677,26.0,2.4,0.0,7.8958,0.0,1.0,0.0,0.0
678,6.0,2.4,1.0,15.2458,1.0,1.0,1.0,0.0
679,9.0,2.4,1.0,15.2458,1.0,0.0,1.0,0.0
680,32.29729071117561,2.4,1.0,7.225,0.0,1.0,0.0,0.0
681,32.29729071117561,2.4,1.0,15.2458,2.0,0.0,0.0,0.0
682,32.29729071117561,2.4,2.0,7.75,2.0,0.0,0.0,0.0
683,40.0,2.4,2.0,15.5,1.0,1.0,1.0,0.0
684,32.0,2.4,2.0,15.5,1.0,0.0,1.0,0.0
685,21.0,2.4,0.0,16.1,0.0,1.0,0.0,0.0
686,22.0,100.0,2.0,7.725,0.0,0.0,0.0,1.0
687,20.0,2.4,0.0,7.8542,0.0,0.0,0.0,0.0
688,29.0,2.4,0.0,7.0458,0.0,1.0,1.0,0.0
689,22.0,2.4,0.0,7.25,0.0,1.0,1.0,0.0
690,22.0,2.4,0.0,7.7958,0.0,1.0,0.0,0.0
691,35.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
692,18.5,2.4,2.0,7.2833,0.0,0.0,0.0,0.0
693,21.0,100.0,2.0,7.8208,0.0,1.0,0.0,1.0
694,19.0,2.4,2.0,6.75,0.0,1.0,0.0,0.0
695,18.0,2.4,2.0,7.8792,0.0,0.0,0.0,0.0
696,21.0,2.4,0.0,8.6625,0.0,0.0,0.0,0.0
697,30.0,2.4,0.0,8.6625,0.0,0.0,0.0,0.0
698,18.0,2.4,0.0,8.6625,0.0,1.0,0.0,0.0
699,38.0,2.4,0.0,8.6625,0.0,1.0,0.0,0.0
700,17.0,2.4,0.0,8.6625,0.0,1.0,0.0,0.0
701,17.0,2.4,0.0,8.6625,0.0,1.0,0.0,0.0
702,21.0,2.4,2.0,7.75,0.0,0.0,0.0,0.0
703,21.0,2.4,2.0,7.75,0.0,1.0,0.0,0.0
704,21.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
705,32.29729071117561,2.4,1.0,14.4583,0.0,1.0,1.0,0.0
706,32.29729071117561,2.4,1.0,14.4583,0.0,0.0,1.0,0.0
707,28.0,2.4,0.0,7.7958,0.0,1.0,0.0,0.0
708,24.0,2.4,0.0,7.8542,0.0,1.0,0.0,0.0
709,16.0,100.0,2.0,7.75,0.0,0.0,0.0,1.0
710,37.0,2.4,2.0,7.75,0.0,0.0,0.0,0.0
711,28.0,2.4,0.0,7.25,0.0,1.0,0.0,0.0
712,24.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
713,21.0,2.4,2.0,7.7333,0.0,1.0,0.0,0.0
714,32.0,100.0,0.0,56.4958,0.0,1.0,0.0,1.0
715,29.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
716,26.0,2.4,1.0,14.4542,0.0,1.0,1.0,0.0
717,18.0,2.4,1.0,14.4542,0.0,1.0,1.0,0.0
718,20.0,2.4,0.0,7.05,0.0,1.0,0.0,0.0
719,18.0,94.73,0.0,8.05,0.0,1.0,0.0,1.0
720,24.0,2.4,2.0,7.25,0.0,1.0,0.0,0.0
721,36.0,2.4,0.0,7.4958,0.0,1.0,0.0,0.0
722,24.0,2.4,0.0,7.4958,0.0,1.0,0.0,0.0
723,31.0,2.4,2.0,7.7333,0.0,1.0,0.0,0.0
724,31.0,2.4,2.0,7.75,0.0,1.0,0.0,0.0
725,22.0,100.0,2.0,7.75,0.0,0.0,0.0,1.0
726,30.0,2.4,2.0,7.6292,0.0,0.0,0.0,0.0
727,70.5,2.4,2.0,7.75,0.0,1.0,0.0,0.0
728,43.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
729,35.0,2.4,0.0,7.8958,0.0,1.0,0.0,0.0
730,27.0,2.4,0.0,7.8958,0.0,1.0,0.0,0.0
731,19.0,2.4,0.0,7.8958,0.0,1.0,0.0,0.0
732,30.0,2.4,0.0,8.05,0.0,1.0,0.0,0.0
733,9.0,100.0,0.0,15.9,1.0,1.0,1.0,1.0
734,3.0,100.0,0.0,15.9,1.0,1.0,1.0,1.0
735,36.0,100.0,0.0,15.9,2.0,0.0,0.0,1.0
736,59.0,2.4,0.0,7.25,0.0,1.0,0.0,0.0
737,19.0,2.4,0.0,8.1583,0.0,1.0,0.0,0.0
738,17.0,94.73,0.0,16.1,1.0,0.0,0.0,1.0
739,44.0,2.4,0.0,16.1,1.0,1.0,0.0,0.0
740,17.0,2.4,0.0,8.6625,0.0,1.0,0.0,0.0
741,22.5,2.4,1.0,7.225,0.0,1.0,0.0,0.0
742,45.0,100.0,0.0,8.05,0.0,1.0,0.0,1.0
743,22.0,2.4,0.0,10.5167,0.0,0.0,0.0,0.0
744,19.0,2.4,0.0,10.1708,0.0,1.0,0.0,0.0
745,30.0,100.0,2.0,6.95,0.0,0.0,0.0,1.0
746,29.0,2.4,2.0,7.75,0.0,1.0,0.0,1.0
747,0.3333,2.4,0.0,14.4,2.0,1.0,0.0,0.0
748,34.0,2.4,0.0,14.4,1.0,1.0,1.0,0.0
749,28.0,2.4,0.0,14.4,1.0,0.0,1.0,0.0
